epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,468.937,1.07816,0.88196,1.12536,0.80381,0.66837,0.7682,0.53199,1.02607,0.76802,1.08311,0.0005941,0.0005941,0.0005941
43,830.615,1.07849,0.88463,1.12483,0.80306,0.66935,0.76869,0.53229,1.02554,0.76645,1.08265,0.0005842,0.0005842,0.0005842
44,1211.03,1.07936,0.88402,1.12573,0.80446,0.6692,0.7693,0.53275,1.02534,0.76549,1.08255,0.0005743,0.0005743,0.0005743
45,1580.54,1.07621,0.88183,1.1229,0.80674,0.66815,0.76948,0.53335,1.02514,0.76509,1.08222,0.0005644,0.0005644,0.0005644
46,1949.93,1.07991,0.88163,1.12477,0.80618,0.66911,0.76937,0.53356,1.02466,0.76409,1.08203,0.0005545,0.0005545,0.0005545
47,2323.59,1.07508,0.87893,1.12433,0.80672,0.66886,0.76935,0.53379,1.02438,0.76327,1.08195,0.0005446,0.0005446,0.0005446
48,2698.27,1.07433,0.87481,1.12214,0.80776,0.66904,0.76982,0.53396,1.02366,0.76271,1.08147,0.0005347,0.0005347,0.0005347
49,3069.72,1.076,0.87562,1.12299,0.80824,0.66917,0.77015,0.53398,1.02348,0.76199,1.08128,0.0005248,0.0005248,0.0005248
50,3447.18,1.07107,0.87304,1.12056,0.80914,0.66846,0.76998,0.53439,1.02312,0.76124,1.08104,0.0005149,0.0005149,0.0005149
51,3799.66,1.06879,0.87301,1.12045,0.80924,0.6688,0.77006,0.53448,1.02257,0.76121,1.08075,0.000505,0.000505,0.000505
52,4165.85,1.06986,0.86921,1.11978,0.81149,0.66716,0.77003,0.53485,1.02256,0.76044,1.08052,0.0004951,0.0004951,0.0004951
53,4540.89,1.06583,0.8675,1.11765,0.81015,0.66681,0.77028,0.53502,1.02163,0.75994,1.07977,0.0004852,0.0004852,0.0004852
54,4900.46,1.0638,0.8638,1.1165,0.8113,0.66626,0.77023,0.53509,1.02104,0.75973,1.07931,0.0004753,0.0004753,0.0004753
55,5269.15,1.0646,0.86495,1.11717,0.81147,0.66642,0.77024,0.53528,1.02069,0.75923,1.07923,0.0004654,0.0004654,0.0004654
56,5638.48,1.06329,0.86263,1.11579,0.81019,0.668,0.7705,0.53557,1.02005,0.75887,1.07861,0.0004555,0.0004555,0.0004555
57,5999.08,1.06312,0.8604,1.11638,0.80732,0.6695,0.77115,0.53587,1.0197,0.75848,1.07844,0.0004456,0.0004456,0.0004456
58,6348.51,1.05512,0.85465,1.11334,0.80857,0.66942,0.77183,0.5363,1.01926,0.75801,1.07818,0.0004357,0.0004357,0.0004357
59,6715.99,1.05565,0.85385,1.11346,0.80939,0.6692,0.77169,0.53669,1.01884,0.75775,1.07778,0.0004258,0.0004258,0.0004258
60,7088.63,1.05643,0.8502,1.11251,0.80884,0.67099,0.77184,0.53649,1.01877,0.75745,1.0777,0.0004159,0.0004159,0.0004159
61,7453.78,1.05469,0.85279,1.11085,0.8105,0.66892,0.77176,0.53682,1.01817,0.7572,1.0773,0.000406,0.000406,0.000406
62,7828.73,1.05267,0.85012,1.10936,0.81043,0.67081,0.77203,0.53672,1.01782,0.75677,1.07696,0.0003961,0.0003961,0.0003961
63,8194.08,1.05256,0.84518,1.10778,0.81157,0.6705,0.77235,0.53726,1.01748,0.7561,1.0766,0.0003862,0.0003862,0.0003862
64,8539.03,1.04994,0.8437,1.10831,0.8095,0.6718,0.77277,0.53749,1.01692,0.75556,1.07633,0.0003763,0.0003763,0.0003763
65,8909.2,1.0478,0.83962,1.10682,0.81224,0.67036,0.77309,0.5377,1.0168,0.75561,1.07639,0.0003664,0.0003664,0.0003664
66,9255.11,1.04483,0.83746,1.10384,0.81304,0.67059,0.77359,0.53794,1.01661,0.75542,1.07593,0.0003565,0.0003565,0.0003565
67,9613.9,1.04524,0.83648,1.10494,0.80992,0.67332,0.77391,0.53819,1.01647,0.75472,1.07563,0.0003466,0.0003466,0.0003466
68,9988.92,1.04334,0.8335,1.10317,0.81523,0.67021,0.77437,0.53833,1.01626,0.75429,1.07554,0.0003367,0.0003367,0.0003367
69,10348.1,1.04025,0.83088,1.10078,0.81629,0.66911,0.7745,0.53874,1.01536,0.75378,1.07494,0.0003268,0.0003268,0.0003268
70,10734.2,1.03997,0.83083,1.10129,0.81539,0.66976,0.77489,0.53921,1.01435,0.75305,1.07424,0.0003169,0.0003169,0.0003169
