epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,34668.7,1.10469,1.01459,1.3525,0.80044,0.66769,0.77586,0.54429,1.05124,0.93832,1.31301,0.0005941,0.0005941,0.0005941
43,35790.6,1.10381,1.01168,1.35251,0.80122,0.66865,0.77771,0.54551,1.04936,0.93189,1.31119,0.0005842,0.0005842,0.0005842
44,36739.5,1.10149,1.00743,1.3485,0.80112,0.67199,0.77931,0.54723,1.04714,0.92564,1.30927,0.0005743,0.0005743,0.0005743
45,37599.9,1.09926,1.00692,1.34842,0.79832,0.67582,0.78047,0.54861,1.04529,0.92095,1.3073,0.0005644,0.0005644,0.0005644
46,38461.4,1.09515,0.99943,1.34694,0.79599,0.67913,0.78206,0.54995,1.04338,0.9161,1.30567,0.0005545,0.0005545,0.0005545
47,39298.5,1.09556,1.00066,1.34483,0.79456,0.68219,0.78342,0.55074,1.04204,0.9112,1.30452,0.0005446,0.0005446,0.0005446
48,40109.4,1.09263,0.99279,1.34195,0.79372,0.68516,0.78426,0.55236,1.03996,0.90468,1.30237,0.0005347,0.0005347,0.0005347
49,40979,1.09055,0.99183,1.34072,0.79129,0.68919,0.78625,0.55375,1.0378,0.8993,1.30034,0.0005248,0.0005248,0.0005248
50,41877.8,1.08954,0.98831,1.33943,0.79333,0.68897,0.78673,0.55475,1.03565,0.8943,1.29843,0.0005149,0.0005149,0.0005149
51,42776.7,1.08726,0.99049,1.34043,0.79301,0.69035,0.78863,0.55587,1.03439,0.88929,1.29727,0.000505,0.000505,0.000505
52,43597.2,1.08362,0.984,1.33793,0.79456,0.69314,0.79,0.5568,1.03273,0.88466,1.29606,0.0004951,0.0004951,0.0004951
53,44473.1,1.0851,0.98273,1.33491,0.79784,0.69342,0.79116,0.55793,1.03136,0.8791,1.29461,0.0004852,0.0004852,0.0004852
54,45338.3,1.08012,0.97696,1.3328,0.79912,0.69398,0.7929,0.55935,1.02975,0.87494,1.2929,0.0004753,0.0004753,0.0004753
